	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50
AACS	1208.17912129499	2780.47240373774	2876.27033528169	4053.49182434972	2761.49804015086	2670.00183776358	743.443000816496	3087.13138188675	1511.24935911559	5838.67925517438	1833.82774964683	2337.03396836403	2369.69438821136	2720.09030054822	4638.27175468837	2905.97708647079	2993.56547771485	3245.40568112599	2338.92024183828	3553.43528687515	2575.43330266074	1419.50216695395	1462.06567496987	2153.87165308	4082.22840789798	3663.30759334621	1401.80345604531	1699.44853743568	3747.03856957711	3636.86621716196	2764.81799660441	2322.462231172	1596.13910366905	2824.14343939139	3715.7863066525	3953.78040753509	2921.66178585777	1850.93794631864	5716.21005203541	2130.47536444226	1144.43832456356	716.465243847121	1740.8884451587	1264.00415175158	1424.51197928952	2310.06636419601	3231.328388328	5686.10510595005	2761.22925323034	3519.72547078111
AADAT	2580.44831526458	2792.82404045542	1454.51682240568	2200.01328782125	1641.26179032906	2404.58459285372	1321.66162291502	2191.18763196775	2113.09181511554	2718.20565196542	638.785121437551	526.844777213287	1671.22504438886	1837.68369681437	2515.24212642077	3202.49806490494	1853.94520869244	2649.53459998186	2375.5883110201	2601.98667815809	1792.78638784847	1530.56589509973	2100.19327641623	1464.56488588499	1751.68861911767	2135.25730627665	2320.85304974144	2452.42962761959	1218.51561697274	1947.61037403284	2817.83440152801	2024.43207040008	1568.50728884511	1909.74157441128	2032.58737765523	422.097620044324	1102.66606468461	1740.65845850776	2461.16013498101	1292.83335508495	1265.7929390609	1271.76821660467	4049.76057754118	981.888416062935	1609.77673145712	2630.58580214233	1169.68849051958	2427.64356873469	1414.2190497868	2718.58674425537
AAK1	10683.7019862557	14428.7941236602	11916.0588213948	12960.1135386021	14333.1907007608	11438.6776526394	8551.40727215879	22447.3598639822	11959.4853848871	15643.5245084825	11827.4762890266	16175.1347803237	13452.742146736	13740.946489878	13159.9492869594	18246.2230133879	14150.128242428	11822.6694572247	11361.6782298889	12506.4437576951	11368.6593527651	10992.8476976114	16439.1466512656	13203.9134738657	11277.0508198979	12843.7170472012	9184.58726545186	11572.1158631851	16869.8520132454	12881.1817824233	18953.745352292	14533.3359681955	12642.4834523516	13481.521674594	12530.189072208	19759.961754494	21767.1499939735	12957.3159320364	14988.0257177387	16883.6271127801	10795.6563360723	17202.9331455177	13017.0028033347	13059.4083683692	14408.1156601628	16946.4023005417	9712.4263999015	14949.2432920333	13812.4411223901	11251.5495820319
AASDH	2928.13399997084	4132.36098470366	4093.37169481201	7427.37186394329	3482.05208776682	7022.4739978486	1708.74757554206	2722.98640353037	2670.67235230174	3840.23247774077	5192.21249212665	4057.11709288612	4812.76571884032	4507.02453286396	5472.70383158478	3904.57502407367	3561.85334492736	2524.2527994142	3030.05832722041	4457.72703767545	4772.71766482199	3274.67032750554	2379.22578143833	2152.49845857256	3505.27809579893	6032.5358883604	6053.8698916523	3633.12708457536	3939.37563369147	2744.7349330603	3579.92764219015	5522.46577291696	3648.67818271362	3839.71011670706	3802.92372858319	1245.99459000246	2117.44008838891	3568.25880325043	4581.47721510128	2453.30546417139	3415.48631825192	4867.94706466517	3992.04596775814	3624.50457574619	2098.79250847276	3640.18893345235	1741.33019391775	5375.04236200573	4671.40164311681	4163.45774310191
AASS	33214.223585745	54973.5487002488	37248.4964994362	65530.5991783201	38782.7388154331	64816.4134371881	35459.9081505398	33101.2685524696	30137.1367985264	65190.7287853653	77027.6231511554	31410.7615401962	53407.6018455397	24364.7638653624	32602.4514933773	39377.3319905001	39606.9880380448	66971.9684780777	34716.2864932153	29499.4972174341	41440.0964612035	31869.6225437084	21200.7411128967	24575.7324817584	45193.4289196659	41038.8000478233	78191.6708126077	29641.1134775269	47591.7422209982	30941.4090546793	53747.4349533107	46302.8400583859	23497.4636296479	52225.4079404865	61154.9482527314	30454.7355749815	16657.5056528726	36716.0589756218	54736.9977288456	34012.2940187146	22292.6970867948	39688.3506334323	26509.3079720771	29072.4730503247	37537.0853640858	48431.3086241074	49072.6247956168	53692.7646533781	65956.0921174134	32982.2985056831
AATK	1626.08709321012	609.624116110888	1564.24262756127	1208.90200883889	1138.82434712736	1532.86998794697	1804.8913117718	1088.12924869425	905.827109280836	995.114483728405	1105.01516673363	768.04576134994	1026.87782241864	818.645952189634	1130.91310767376	1265.96082764162	759.574236641221	1696.70182804339	1434.01472478907	2564.77557251908	1883.8242667738	1664.96870229008	942.351064684612	716.347087183608	1703.12389513861	1304.44262756127	4359.48854961832	1343.61732623544	1505.28999598232	1275.81619124146	977.446052631579	1190.55719164323	1395.84885496183	1275.02806347931	2450.10123543592	996.030534351145	1450.18302531137	1584.30534351145	1586.70066291683	867.925190839695	1425.83961430293	1000.92707914825	928.962725994375	1576.38165930092	1751.15569505826	908.384160305344	956.130152671756	1219.19997991161	1560.48397950984	1984.71627159502
ABCA2	230.862903225806	155.662903225806	350.764516129032	145.100806451613	90.041935483871	120.174193548387	341.529032258064	55.7395161290323	217.304838709677	187.116129032258	181.958870967742	76.4572580645161	208.332258064516	202.758064516129	168.127419354839	110.678225806452	173.504032258065	110.840322580645	245.691935483871	259.729032258065	258.140322580645	484.543548387097	348.725	141.614516129032	164.307258064516	297.579838709677	249.462096774194	124.509677419355	308.409677419355	278.164516129032	111.593548387097	259.573387096774	422.529032258064	98.6306451612903	209.157258064516	53.2943548387097	186.825	315.048387096774	211.389516129032	98.6620967741935	248.379838709677	205.841935483871	145.4	373.013709677419	360.556451612903	421.560483870968	142.618548387097	310.538709677419	135.811290322581	213.496774193548
ABCA4	67.2785096035459	533.828204260034	37.7218419108594	110.116141344496	68.7657621275548	80.6300418616105	35.4859548140852	107.474437330707	109.226141960108	587.437330706722	107.9425929574	78.747409505048	115.689928589017	101.774676803743	82.3722980792908	8.31040507264221	565.549237256833	622.078059591234	76.3842354099975	10.4955922186654	637.249051957646	41.8388081753263	38.9193129770992	44.577643437577	66.6262835508495	33.6440999753755	59.49234917508	29.3926465156365	107.817970943117	29.128712139867	9.89233870967742	715.243786013297	175.518492982024	134.944897808422	600.737886604285	157.425025855701	616.587557251908	169.434129524748	43.6738266436838	1052.96379955676	82.8958557005664	542.375036936715	555.992118320611	87.3563875892637	103.028042969712	80.678749692194	616.841136419601	64.0621127801034	50.5797001969958	17.2499384388082
ABCA8	3681.15147669099	816.934606461981	2485.97471973457	2948.4099119999	1320.21548827745	4109.94894697961	5763.32454995529	2596.3852219443	3936.87943985796	2956.72720745474	2000.22870656696	779.036246970541	2548.49792635985	1648.60576925569	958.778546767065	6080.45090955041	802.12287860133	5792.6876650812	3858.02955818505	6516.71211524255	3354.0034143781	4912.66511942871	1437.49796303736	2075.34788566467	2110.07874194844	2321.22342941199	6599.05672740704	7375.88710390233	2138.27986404697	3108.03982620304	3496.34949066214	2339.26948495963	1831.12738241812	3596.70995450952	4992.41454749284	3419.73227530165	5019.40398553636	2084.70339817779	5002.11727095997	945.604360994829	2440.32372270247	1546.54535569409	2345.31272800321	1096.54421311837	1857.05093922938	892.569972913076	1216.7500049249	2988.74802991226	3237.69256470405	9284.48931945723
ABCB1	2006.69224350043	1639.60739617219	852.357754766132	2317.27045224796	5700.32978447103	1126.09329825425	813.545031930818	7658.3467202141	1076.25082969906	517.783371998082	1701.13824511723	4887.35036995036	919.359110408378	666.459075010692	2774.74165656307	3212.32231019713	700.447074919971	1895.02395831983	1830.52160046139	907.026397439054	1081.95951476821	645.741886234918	2427.28139614303	846.351432950142	3171.43238029588	853.898561217745	1513.09640605762	1091.4847675741	954.390131676149	1840.7806354411	2169.86183149406	1305.11921904768	386.114947057375	404.628790484584	2801.59342087443	8172.22361610441	10006.3335897951	873.573257818271	1811.11649924183	3724.90068086678	967.78215703936	1858.34435759276	1679.37723031338	782.819327427779	992.950082929406	1057.97102837971	1690.53572211278	2899.46646483236	672.412760258039	979.892518047149
ABCB10	2145.38210798481	2131.90019958786	445.883922808746	1996.35761090735	1717.55321193898	357.377744657137	490.544703793465	448.331459972265	431.926943065618	1867.52576173875	1475.95915589886	551.778699050014	2172.44694332482	1562.67430111847	1769.71010471883	1046.02529698415	3064.85114011327	2060.88345818375	520.288933112145	1995.57648362472	1155.20742363172	1195.33609948289	891.148469264765	1014.64807708757	2740.59702367838	3044.50585829262	1796.33677911844	581.669474721031	2175.26225897173	802.383440687412	1906.28234295416	812.562247048303	1038.46961339572	631.495598569188	890.093753288664	187.498266436838	892.411574929691	2061.51169662645	1301.56501159942	2022.50334400394	1242.71169999611	3206.23098212781	1344.32406187224	496.909947899791	1976.68306885781	1866.82954444718	2620.6419010096	340.183230342539	1708.74313365907	465.593099962415
ABCB4	253.924219112482	463.760936669734	243.585182545134	136.564330149432	147.91252012079	209.580165632007	262.667376942418	56.6138727821771	251.444804721419	66.5122558612735	346.884160370145	44.3140537072798	441.588633859952	157.910060232766	302.609471966977	32.6191104731788	296.166215833539	296.265201726305	326.879265801786	91.5389066732332	286.516527559974	107.209123368628	25.5782723985536	289.132285799453	603.438166804909	21.0348599644889	106.334124599852	246.736500764655	190.338442307443	49.4629848753872	560.246583191851	383.482301934965	107.23508987934	292.333063155303	94.7534259451263	24.3507214971682	37.8758457211732	79.8523762620044	424.755728949312	263.942216202906	235.754655062922	696.20610589821	546.648265367618	141.317843155043	268.441335651058	1148.5040390298	558.122901994583	177.24188895657	99.4036202840887	33.9183322749128
ABCB8	929.735179353672	827.551858742985	904.625964566674	1107.81071326741	462.991296413899	1862.87212120427	932.62009657007	128.801952915408	1099.69592635013	1759.06607330318	1115.80592549152	324.702032102542	1121.44817714071	2730.44536841133	843.193069392423	493.054155801656	1881.55572734548	1568.33204746044	1192.54074599204	1135.00327505541	270.462642076751	2376.2801034228	1649.13483125753	1759.4406351171	1072.08967221905	1666.85386779248	865.449176311253	752.623147899143	443.051889863788	862.414494096606	392.382396010187	1408.90835349732	1169.97732085693	964.351075636024	600.592697530424	31.5517126323566	726.595803535556	1822.66067471066	1203.02478537824	596.396199212017	1589.67868498814	765.009495489833	2110.71663871033	343.743841094364	800.47761001633	405.499860563901	560.012298079291	985.712352544745	1262.70780766016	1096.35895488537
ABCB9	165.860146207831	347.896138574243	259.752400886481	460.454395469096	257.97772469835	585.583009111056	135.789296047771	68.1589657719773	155.978042661906	538.515771977345	691.156976114258	166.912612656981	431.98192563408	434.322723774932	401.109970758434	101.779852868752	164.86112810884	433.364048263974	100.662686530411	101.936099482886	141.858323073135	76.3690347205122	217.954732824427	297.618545924649	99.2918970081261	295.475304112288	943.657687761635	104.584281888697	328.128852499384	191.255072642206	457.010685483871	114.815235779365	292.91167200197	200.807065993598	694.574187084462	157.900682098005	138.197938931298	246.000369367151	346.480950504802	81.9854740211771	216.562098005417	174.456331568579	78.9649904580153	48.7232725929574	205.630574058114	249.007551403595	410.397717926619	371.217165722728	396.583817101699	254.460280719035
ABCC12	7.91670641143613	70.568996487772	10.9233673323916	7.92618100286422	14.9396363353595	91.0103396881764	59.2155574851929	68.7907437887998	69.9679739239752	83.8358940629091	8.26073108775386	56.0511774387952	58.1572843090242	25.5218743114867	2.83139555981804	77.6023736699542	10.4817286382664	15.4345021319613	15.1484551380915	107.615316424526	128.149427804922	29.0573257818271	59.3275210928084	6.00090851358882	8.29350367423113	9.90401249368188	9.42915538044817	6.06250469809096	18.7400057025104	8.50605114115009	39.7765704584041	103.231727990254	8.74356069933514	9.96500667452922	12.9643755103099	0.492144791923172	4.19989955805544	70.6311253385866	37.1716397309452	67.6932775178527	69.9921603442243	3.74704895086769	4.93838891120932	17.69861260514	62.0903037882813	27.3869982762866	8.40236394976607	15.6306736738423	37.117900050545	22.5575499941679
ABCC3	92.3467160182221	267.261258002955	3.71502093080522	9.1371152425511	664.459610933268	0.63215956660921	5.18094835016006	1330.35391406058	8.20413229500123	14.6140605762128	7.08582491997045	694.00724328983	1.65102191578429	15.3785474636789	10.3446567963556	93.9622205121891	92.7858720142822	9.36225067717311	9.66732085693179	1.20790445703029	13.7187392267914	10.5549864565378	956.048969465649	323.988723220882	41.3680543585324	3.25356931790199	15.2020721497168	6.05630848313223	12.8017951243536	17.0253262743167	427.897782258064	15.2248725683329	3.94225560206846	9.77766929327752	18.7154589386851	1370.51721620291	383.911335877863	5.9253878355085	327.332998030042	373.449247722236	14.5512029056883	10.8085231470081	20.445677480916	13.4639362226053	13.5127902610195	28.7333664737749	34.80347882295	30.2725240088648	2.03769545678404	8.22329475498646
ABCC6	4.62579260034474	30.9935406919478	55.7840679635558	51.1369859640483	65.8255602068456	5.4973651809899	13.7564469958138	7.52070918492982	30.8770207461216	20.9091849298202	33.6015020930805	6.033637035213	44.8809652794878	63.869239411475	46.5248414799311	13.8428866042847	52.946905011081	43.0103669047033	30.8393006648609	7.00096035459246	51.6714356069934	36.4926619059345	41.1961832061069	30.2968542230978	12.1600206229993	48.7066486087171	25.6227283920217	4.18452813346466	55.7453582861364	29.4222359024871	1.81713709677419	57.9889097512928	20.9948534843635	11.4167261758188	41.5355931420832	1.518960847082	3.94198473282443	31.0283181482394	48.4062053681359	24.7196749569072	32.7608470819995	42.5895869244029	65.0846851145038	47.9508987934006	13.204427788722	30.9643576089633	22.1792077074612	10.2493720758434	33.5530611302635	18.4215217926619
ABCC8	1663.55071229539	2660.44697183737	2952.20139193095	3810.12007866872	2591.92948249718	3961.47921823767	2363.57142588681	1318.43976477145	2173.10777615055	5698.2437188144	3498.01231975531	1198.74110175093	5297.27446052956	3521.62724309543	4273.23048911987	1240.05862725022	5798.00124107363	2807.06964255628	4702.20709599658	871.25971435607	1906.0906148343	3140.88346466388	3745.62539975894	2504.56193431745	2805.04661802252	4745.67364999546	2417.15990642699	1990.46410593709	4737.98436306847	3056.61844697313	808.610101867572	3190.82688163403	3944.69024870721	5445.19590222787	4360.10980805868	1396.19487318394	2604.74428686219	3144.13260280719	3352.21912596068	2060.23517360256	2648.26949973431	4771.96711206729	2092.80756126959	2951.98643981907	2473.37970528389	1783.64220389067	1670.54323565624	2898.44407340686	4142.63080003629	2236.46183076504
ABCC9	3325.54559604194	4497.54765711064	2818.3580424837	6957.97599923535	4083.64604621625	3546.28397464975	1423.28092024262	9805.46683918921	2871.84395242292	6056.35497868039	7073.82593132363	4335.00640774245	6026.30690392566	4356.47326073433	3369.9374071074	3018.14293426561	4514.0096848067	6412.37997382029	2563.50161471766	1853.94991381433	3155.13103850491	2173.70578675203	3659.36240056248	2113.4267769152	7755.8718697754	3643.29691345144	5399.39962693918	1242.26627969517	5194.75734638863	1445.71824738527	4213.36863327674	1602.30657726254	1936.34533366166	7174.42450770487	3665.92775969103	9855.56534966757	1203.15833065488	2111.06156119182	6909.41832974766	3639.01733686284	4206.41993072746	2592.048243886	1807.9540237043	1647.72674794904	3567.69181670317	1960.28023393253	7788.82132110318	6530.60060291087	3243.53969238844	1411.5309970321
ABCD1	209.750760280719	9.00992058606255	28.212484609702	841.352856439301	237.856168431421	674.911647377493	7.34433944841172	1.0846220142822	3.47582184191086	22.6720142821965	861.630275794139	211.111585816301	224.186013297217	226.418163629648	443.829847943856	4.961234917508	14.295866165969	68.4130509726668	6.85196995813839	5.16771731100714	230.4332799803	208.288980546663	2.1206106870229	2.23843880817533	223.157864442256	436.499581383896	646.535976360502	1.8782658212263	28.8560329967988	1.15637773947304	460.795564516129	4.68722605269638	5.28069441024378	216.762743166708	33.2097728392022	1.43954690962817	1.07328244274809	4.70192070918493	230.202942624969	6.49246491012066	1.4969096281704	217.002924156612	1.37395038167939	4.98901748337848	11.9429851021916	220.407267298695	16.3441332184191	219.967261758188	226.315848928835	213.153459738981
