	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50
AACS	1935	1146.66666666667	2935	3414.16666666667	2473.33333333333	2431.66666666667	1577.5	3313.33333333333	2241.66666666667	3137.5	4190	2084.16666666667	3788.33333333333	901.666666666667	2009.16666666667	881.666666666667	2322.5	1933.33333333333	851.666666666667	1552.5	4013.33333333333	2232.5	2711.66666666667	3028.33333333333	2436.66666666667	2538.33333333333	3749.16666666667	1360	3039.16666666667	2495.83333333333	2253.33333333333	1026.66666666667	1806.66666666667	465.833333333333	3279.16666666667	4265.83333333333	1715	2867.5	4615.83333333333	1550.83333333333	1062.5	2105.83333333333	1135	847.5	1740	1482.5	1848.33333333333	1840	2541.66666666667	2254.16666666667
AADAT	1870.83333333333	1610.83333333333	1310.83333333333	1835.83333333333	1300.83333333333	1660.83333333333	3182.5	909.166666666667	2255	2195.83333333333	1518.33333333333	1480.83333333333	1905.83333333333	2283.33333333333	1944.16666666667	1833.33333333333	1503.33333333333	1524.16666666667	2046.66666666667	1555	946.666666666667	1518.33333333333	1807.5	1616.66666666667	679.166666666667	1266.66666666667	1827.5	1496.66666666667	1506.66666666667	385.833333333333	4056.66666666667	1519.16666666667	2066.66666666667	842.5	1680.83333333333	388.333333333333	850.833333333333	2351.66666666667	1843.33333333333	1007.5	844.166666666667	1393.33333333333	3159.16666666667	1346.66666666667	1539.16666666667	2839.16666666667	589.166666666667	1534.16666666667	904.166666666667	1360
AAK1	9882.5	13155	9044.16666666667	10569.1666666667	9616.66666666667	6941.66666666667	9748.33333333333	11832.5	15155	9201.66666666667	13972.5	12198.3333333333	6704.16666666667	9669.16666666667	9460	5885	10347.5	9600.83333333333	12754.1666666667	8700.83333333333	13085.8333333333	10487.5	15226.6666666667	15370	15013.3333333333	11260	11744.1666666667	11100	8699.16666666667	13677.5	19469.1666666667	7535.83333333333	14668.3333333333	8448.33333333333	9039.16666666667	15390	14333.3333333333	10044.1666666667	7499.16666666667	12050	7263.33333333333	13805.8333333333	12455	7665.83333333333	13387.5	13109.1666666667	6890.83333333333	13519.1666666667	8100.83333333333	11205
AASDH	2384.16666666667	2403.33333333333	3762.5	3100	5012.5	3215	2850.83333333333	1740.83333333333	2593.33333333333	3230	3882.5	2065.83333333333	3523.33333333333	4148.33333333333	5468.33333333333	2505	3784.16666666667	2712.5	2608.33333333333	2810.83333333333	2595	3990.83333333333	2238.33333333333	4889.16666666667	1948.33333333333	2725	3816.66666666667	2483.33333333333	2561.66666666667	3607.5	1849.16666666667	3839.16666666667	2803.33333333333	3704.16666666667	3476.66666666667	1205	2819.16666666667	4067.5	4115.83333333333	1938.33333333333	2206.66666666667	2380.83333333333	3024.16666666667	4430	3753.33333333333	2036.66666666667	1847.5	3616.66666666667	3657.5	2787.5
AASS	26240.8333333333	24882.5	34100.8333333333	48490.8333333333	50910	39496.6666666667	16647.5	23039.1666666667	15886.6666666667	48858.3333333333	49051.6666666667	23355	45959.1666666667	24041.6666666667	39683.3333333333	32325.8333333333	49907.5	64002.5	21657.5	20849.1666666667	22297.5	24225.8333333333	11486.6666666667	25114.1666666667	26507.5	26132.5	62548.3333333333	27929.1666666667	35470.8333333333	27299.1666666667	46567.5	23576.6666666667	18815.8333333333	45160	42664.1666666667	16525	18705.8333333333	29810	31397.5	24355.8333333333	17415	28714.1666666667	16923.3333333333	23670.8333333333	33804.1666666667	26881.6666666667	49863.3333333333	33024.1666666667	53543.3333333333	32015.8333333333
AATK	798.333333333333	401.666666666667	689.166666666667	1126.66666666667	644.166666666667	1753.33333333333	1412.5	579.166666666667	927.5	1550.83333333333	1710	709.166666666667	1068.33333333333	830.833333333333	1023.33333333333	1343.33333333333	1408.33333333333	886.666666666667	896.666666666667	964.166666666667	803.333333333333	1525	895	1015.83333333333	917.5	739.166666666667	2078.33333333333	920.833333333333	1417.5	1009.16666666667	2096.66666666667	1054.16666666667	603.333333333333	1145	712.5	510.833333333333	1176.66666666667	868.333333333333	1538.33333333333	756.666666666667	790.833333333333	720.833333333333	963.333333333333	477.5	1028.33333333333	1263.33333333333	1105.83333333333	810	925.833333333333	1451.66666666667
ABCA2	111.666666666667	66.6666666666667	179.166666666667	112.5	111.666666666667	229.166666666667	229.166666666667	85.8333333333333	134.166666666667	200	170	105.833333333333	200	311.666666666667	94.1666666666667	57.5	133.333333333333	91.6666666666667	155.833333333333	145	115.833333333333	175.833333333333	215.833333333333	306.666666666667	45.8333333333333	181.666666666667	164.166666666667	234.166666666667	143.333333333333	189.166666666667	76.6666666666667	319.166666666667	199.166666666667	175.833333333333	140	53.3333333333333	157.5	317.5	90	143.333333333333	274.166666666667	146.666666666667	200.833333333333	147.5	233.333333333333	145.833333333333	73.3333333333333	111.666666666667	191.666666666667	90.8333333333333
ABCA4	69.1666666666667	24.1666666666667	66.6666666666667	85	30	421.666666666667	0.833333333333333	113.333333333333	30.8333333333333	86.6666666666667	65	76.6666666666667	62.5	14.1666666666667	61.6666666666667	0	82.5	84.1666666666667	51.6666666666667	0	437.5	7.5	519.166666666667	79.1666666666667	115.833333333333	68.3333333333333	502.5	111.666666666667	916.666666666667	36.6666666666667	35.8333333333333	861.666666666667	110	141.666666666667	36.6666666666667	110.833333333333	32.5	891.666666666667	30.8333333333333	30.8333333333333	583.333333333333	467.5	1255	494.166666666667	10.8333333333333	91.6666666666667	149.166666666667	496.666666666667	506.666666666667	20.8333333333333
ABCA8	1717.5	814.166666666667	491.666666666667	4220	977.5	3323.33333333333	4025.83333333333	1360.83333333333	3152.5	2910	1011.66666666667	1103.33333333333	862.5	1284.16666666667	1345	7925.83333333333	509.166666666667	3315.83333333333	4292.5	6504.16666666667	2314.16666666667	3485.83333333333	1300	2404.16666666667	2872.5	1442.5	2457.5	4258.33333333333	4067.5	1062.5	3398.33333333333	3943.33333333333	650	3460	650	1460.83333333333	1326.66666666667	1976.66666666667	4607.5	839.166666666667	2127.5	1623.33333333333	1561.66666666667	199.166666666667	4050	710.833333333333	2116.66666666667	351.666666666667	1628.33333333333	5764.16666666667
ABCB1	807.5	244.166666666667	581.666666666667	1322.5	2431.66666666667	1534.16666666667	365.833333333333	4468.33333333333	717.5	785.833333333333	934.166666666667	2023.33333333333	1584.16666666667	582.5	1576.66666666667	1009.16666666667	1623.33333333333	1117.5	991.666666666667	567.5	292.5	304.166666666667	1655.83333333333	622.5	4249.16666666667	1667.5	1629.16666666667	755.833333333333	425.833333333333	2529.16666666667	2408.33333333333	164.166666666667	451.666666666667	800	589.166666666667	6212.5	3578.33333333333	507.5	3369.16666666667	4977.5	233.333333333333	267.5	751.666666666667	400.833333333333	1805.83333333333	1089.16666666667	1616.66666666667	1698.33333333333	1082.5	855
