	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50
AACS	3539.53736388496	3553.41721121321	2972.81100584507	5952.47547304916	2396.49412045257	3560.00551329074	1921.32900244949	3745.39414566026	1776.74807734678	3033.03776552314	4946.4832489405	3242.10190509208	3612.08316463407	1866.27090164466	3721.81526406511	2184.93125941238	2346.69643314455	6118.21704337796	3097.76072551485	4248.30586062546	6518.29990798222	1648.50650086186	1962.1970249096	2680.61495924001	4242.68522369393	2370.92278003862	4133.41036813593	3276.34561230705	5663.11570873132	1620.59865148589	1436.45398981324	2686.38669351599	2431.41731100714	4739.43031817416	3198.35891995749	3603.34122260527	3760.98535757332	2857.81383895592	3246.63015610622	2349.42609332677	2626.31497369069	2448.39573154136	1664.66533547609	3489.01245525473	3120.53593786856	3818.19909258803	4069.98516498399	3523.31531785015	2654.68775969103	2978.17641234334
AADAT	2193.34494579375	4041.47212136627	2126.55046721705	3337.03986346376	1981.78537098718	2264.75377856115	6109.98486874506	1244.56289590326	2233.27544534662	1954.61695589627	1767.35536431265	861.534331639861	3279.67513316658	1422.05109044311	1675.7263792623	2545.49419471481	2397.83562607732	2793.60379994557	2380.7649330603	3364.96003447427	2269.35916354541	3180.69768529919	999.579829248694	2525.69465765497	2686.065857353	3312.77191882995	2080.55914922433	2993.28888285877	2226.54685091823	2320.83112209852	2706.50320458404	1779.29621120025	1909.52186653534	2596.22472323384	2575.76213296569	609.292860132972	1789.99819405384	2994.97537552327	1948.48040494304	1146.50006525486	1619.3788171827	2540.30464981402	2657.28173262354	2168.6652481888	2079.33019437136	3956.75740642699	1533.06547155873	2398.93070620407	2482.65714936041	2594.76023276611
AAK1	18068.105958767	23883.3823709807	16424.1764641843	17516.3406158063	16853.5721022823	17994.0329579181	16300.2218164764	23022.0795919465	16547.4561546612	15177.5735254475	20371.4288670797	23552.4043409712	16800.2264402079	14151.8394696341	14611.8478608782	17368.6690401638	16572.3847272839	16275.0083716741	19839.0346896668	26611.3312730854	16769.9780582952	13487.5430928343	16871.4399537967	20145.740421597	19209.1524596936	12554.1511416037	15021.7617963556	21501.3475895553	18409.5560397361	19732.5453472699	18339.2360568761	14346.0079045866	18513.4503570549	17327.5650237821	17141.5672166241	31643.8852634819	23655.4499819205	19835.9477961093	16380.0771532161	13706.8813383403	16909.9690082168	15351.7994365531	15335.008410004	16826.2251051076	15782.3469804883	17885.2069016252	16936.2791997045	11341.7298761	12926.3233671704	16869.6487460957
AASDH	6046.40199991252	2652.08295411099	4710.11508443603	5352.11559182986	2722.15626330046	4388.42199354579	4253.24272662619	2262.95921059112	3809.01705690522	4288.69743322231	5780.63747637994	4406.35127865836	7122.29715652095	5105.07359859187	3980.11149475434	3295.725072221	7546.56003478207	6545.75839824259	5400.17498166124	5266.18111302635	4146.15299446597	3443.01098251662	4311.67734431499	3646.49537571767	4663.8342873968	6244.6076650812	4708.60967495691	4307.38125372607	4990.1269010744	3262.20479918091	4257.78292657046	4544.39731875089	5554.03454814085	4524.13035012118	4827.77118574956	2786.98377000739	2735.32026516673	5656.77640975129	4526.43164530385	2420.91639251416	4731.45895475576	4572.84119399552	3929.13790327441	3476.51372723856	5148.37752541829	4935.56680035705	3968.99058175326	4228.12708601719	4820.20492935043	4305.37322930572
AASS	40585.6707572351	36667.6461007465	59094.4894983087	69047.7975349603	68662.2164462992	63344.2403115644	40728.7244516194	30291.8056574087	31799.4103955793	77977.1863560959	76764.8694534662	33890.2846205887	68922.8055366192	36914.2915960873	54548.3544801319	36922.9959715004	70274.9641141344	74450.9054342332	43452.8594796459	33579.4916523024	54607.2893836105	44971.8676311253	33472.2233386902	20186.1974452753	62279.2867589977	53675.40014347	83979.0124378232	33904.3404325808	55035.2266629946	38274.2271640379	74186.3048599321	36098.5201751578	34078.3908889436	60861.2238214596	58706.8447581941	20755.2067249446	30619.5169586179	27999.1769268653	76369.9931865369	48808.8820561438	25932.0912603844	37979.0519002968	32737.9239162314	35170.419150974	52593.2560922575	54058.9258723221	51244.8743868505	47059.2939601343	53624.2763522402	51154.8955170492
AATK	1467.26127963037	1519.87234833266	1495.72788268381	2068.70602651667	1376.47304138208	1502.6099638409	1345.67393531539	1260.38774608276	1258.48132784251	1916.34345118521	1721.04550020088	1640.13728404982	1773.63346725593	1048.9378565689	1709.73932302129	2275.88248292487	1464.72270992366	1849.10548413017	1077.04417436722	3367.32671755725	1261.47280032141	1711.90610687023	1502.05319405384	1252.04126155082	1287.37168541583	1387.32788268381	1787.46564885496	1508.85197870631	905.869987946967	1524.44857372439	1041.33815789474	1219.67157492969	704.546564885496	1501.08419043793	2312.30370630775	1505.09160305344	1045.54907593411	1467.91603053435	1711.1019887505	1956.77557251908	874.518842908799	1759.78123744476	990.888177983126	1003.14497790277	1024.46708517477	807.152480916031	1996.39045801527	2089.59993973483	1933.45193852953	2164.14881478505
ABCA2	352.588709677419	197.988709677419	287.293548387097	146.302419354839	151.125806451613	210.522580645161	465.587096774194	103.218548387097	309.914516129032	262.348387096774	174.876612903226	257.371774193548	354.996774193548	384.274193548387	142.382258064516	252.034677419355	219.512096774194	180.520967741935	232.075806451613	271.187096774194	316.420967741935	431.63064516129	376.175	281.843548387097	95.9217741935484	252.739516129032	116.386290322581	241.529032258065	236.229032258065	298.493548387097	92.7806451612903	218.720161290323	270.587096774194	318.891935483871	310.471774193548	39.883064516129	197.475	280.145161290323	106.168548387097	314.986290322581	344.139516129032	318.525806451613	209.2	221.041129032258	376.66935483871	229.681451612903	236.85564516129	173.616129032258	203.433870967742	249.490322580645
ABCA4	161.835528810638	184.484612780103	254.165525732578	102.348424033489	255.297286382664	178.890125584831	148.457864442256	50.4233119921202	255.678425880325	169.311992120167	63.827778872199	713.242228515144	188.069785767052	757.324030411229	138.116894237872	20.9312152179266	268.6477117705	639.234178773701	175.152706229993	28.4867766559961	102.747155872938	87.5164245259788	666.757938931298	660.732930312731	134.878850652549	661.932299926127	136.47704752524	566.17793954691	145.453912829352	202.386136419601	68.6770161290323	643.731358039892	152.555478946072	119.834693425265	114.213659812854	37.2750775671017	133.762671755725	1169.30238857424	143.021479931051	216.891398670278	735.687567101699	605.125110810145	599.976354961832	257.069162767791	195.084128909136	110.036249076582	110.523409258803	157.18633834031	583.739100590987	40.7498153164245
ABCA8	4156.45443007297	3836.80381938594	2659.92415920372	7128.22973599969	2306.64646483236	4327.84684093884	3965.97364986586	4860.15566583289	3970.63831957387	6595.18162236421	1589.68611970088	1541.10874091162	5594.49377907956	1274.81730776708	3554.3356403012	8641.35272865123	2441.36863580399	3359.06299524359	4088.08867455514	13480.1363457277	2187.01024313431	7183.99535828614	3199.49388911209	2748.043656994	2415.23622584533	2163.67028823598	2985.17018222113	5455.66131170699	1222.8395921409	4770.11947860911	2261.04847198642	5099.80845487889	764.382147254371	2674.12986352856	1995.24364247852	2683.19682590495	2910.21195660908	4014.11019453337	4945.3518128799	3499.81308298449	1753.97116810741	2367.63606708226	2281.93818400964	1008.6326393551	2601.15281768815	1556.70991873923	7707.25001477469	4725.24408973678	4701.07769411216	10617.4679583717
ABCB1	1325.0767305013	1465.82218851657	1490.0732642984	3770.81135674387	6890.98935341308	1194.27989476276	588.635095792455	13637.0401606423	690.752489097189	507.350115994246	2298.41473535168	6777.05110985109	1614.07733122513	762.377225032077	2430.22496968921	2407.96693059138	2133.34122475991	2356.0718749595	1796.56480138415	839.079192317163	801.878544304618	1136.22565870475	1965.84418842909	2379.05429885043	4444.29714088765	2420.69568365324	2772.28921817286	704.454302722301	2617.17039502845	4311.34190632331	3256.58549448217	899.357657143042	1240.34484117213	2721.88637145375	3369.78026262328	19932.6708483132	7489.0007693853	1045.71977345481	3919.34949772548	6252.70204260034	705.346471118081	1979.03307277829	1485.13169094014	461.457982283337	2605.85024878822	1274.91308513913	4790.60716633834	2137.39939449708	1564.23828077412	781.677554141448
